Franco,0.014,41.254,41.254
Rowland,0.014,41.268,41.268
Sykes,0.014,41.282,41.282
Benjamin,0.014,41.296,41.296
Travis,0.014,41.31,41.310
Pickett,0.014,41.324,41.324
Crane,0.014,41.338,41.338
Sears,0.014,41.352,41.352
Mayo,0.014,41.366,41.366
Dunlap,0.014,41.38,41.380
Hayden,0.014,41.394,41.394
Wilder,0.014,41.408,41.408
Mckay,0.014,41.422,41.422
Coffey,0.014,41.436,41.436
Mccarty,0.014,41.45,41.450
Ewing,0.014,41.464,41.464
Cooley,0.014,41.478,41.478
Vaughan,0.014,41.492,41.492
Bonner,0.014,41.506,41.506
Cotton,0.014,41.52,41.520
Holder,0.014,41.534,41.534
Stark,0.014,41.548,41.548
Ferrell,0.014,41.562,41.562
Cantrell,0.014,41.576,41.576
Fulton,0.014,41.59,41.590
Lynn,0.014,41.604,41.604
Lott,0.014,41.618,41.618
Calderon,0.014,41.632,41.632
Rosa,0.014,41.646,41.646
Pollard,0.014,41.66,41.660
Hooper,0.014,41.674,41.674
Burch,0.014,41.688,41.688
Mullen,0.014,41.702,41.702
Fry,0.014,41.716,41.716
Riddle,0.014,41.73,41.730
Levy,0.014,41.744,41.744
David,0.014,41.758,41.758
Duke,0.014,41.772,41.772
Odonnell,0.014,41.786,41.786
Guy,0.014,41.8,41.800
Michael,0.014,41.814,41.814
Britt,0.014,41.828,41.828
Frederick,0.014,41.842,41.842
Daugherty,0.014,41.856,41.856
Berger,0.014,41.87,41.870
Dillard,0.014,41.884,41.884
Alston,0.014,41.898,41.898
Jarvis,0.014,41.912,41.912
Frye,0.014,41.926,41.926
Riggs,0.014,41.94,41.940
Chaney,0.014,41.954,41.954
Odom,0.013,41.967,41.967
Duffy,0.013,41.98,41.980
Fitzpatrick,0.013,41.993,41.993
Valenzuela,0.013,42.006,42.006
Merrill,0.013,42.019,42.019
Mayer,0.013,42.032,42.032
Alford,0.013,42.045,42.045
Mcpherson,0.013,42.058,42.058
Acevedo,0.013,42.071,42.071
Donovan,0.013,42.084,42.084
Barrera,0.013,42.097,42.097
Albert,0.013,42.11,42.110
Cote,0.013,42.123,42.123
Reilly,0.013,42.136,42.136
Compton,0.013,42.149,42.149
Raymond,0.013,42.162,42.162
Mooney,0.013,42.175,42.175
Mcgowan,0.013,42.188,42.188
Craft,0.013,42.201,42.201
Cleveland,0.013,42.214,42.214
Clemons,0.013,42.227,42.227
Wynn,0.013,42.24,42.240
Nielsen,0.013,42.253,42.253
Baird,0.013,42.266,42.266
Stanton,0.013,42.279,42.279
Snider,0.013,42.292,42.292
Rosales,0.013,42.305,42.305
Bright,0.013,42.318,42.318
Witt,0.013,42.331,42.331
Stuart,0.013,42.344,42.344
Hays,0.013,42.357,42.357
Holden,0.013,42.37,42.370
Rutledge,0.013,42.383,42.383
Kinney,0.013,42.396,42.396
Clements,0.013,42.409,42.409
Castaneda,0.013,42.422,42.422
Slater,0.013,42.435,42.435
Hahn,0.013,42.448,42.448
Emerson,0.013,42.461,42.461
Conrad,0.013,42.474,42.474
Burks,0.013,42.487,42.487
Delaney,0.013,42.5,42.500
Pate,0.013,42.513,42.513
Lancaster,0.013,42.526,42.526
Sweet,0.013,42.539,42.539
Justice,0.013,42.552,42.552
Tyson,0.013,42.565,42.565
Sharpe,0.013,42.578,42.578
Whitfield,0.013,42.591,42.591
Talley,0.013,42.604,42.604
Macias,0.013,42.617,42.617
Irwin,0.013,42.63,42.630
Burris,0.013,42.643,42.643
Ratliff,0.013,42.656,42.656
Mccray,0.013,42.669,42.669
Madden,0.013,42.682,42.682
Kaufman,0.013,42.695,42.695
Beach,0.013,42.708,42.708
Goff,0.013,42.721,42.721
Cash,0.013,42.734,42.734
Bolton,0.013,42.747,42.747
Mcfadden,0.013,42.76,42.760
Levine,0.013,42.773,42.773
Good,0.013,42.786,42.786
Byers,0.013,42.799,42.799
Kirkland,0.013,42.812,42.812
Kidd,0.013,42.825,42.825
Workman,0.013,42.838,42.838
Carney,0.013,42.851,42.851
Dale,0.013,42.864,42.864
Mcleod,0.013,42.877,42.877
Holcomb,0.013,42.89,42.890
England,0.013,42.903,42.903
Finch,0.013,42.916,42.916
Head,0.012,42.928,42.928
Burt,0.012,42.94,42.940
Hendrix,0.012,42.952,42.952
Sosa,0.012,42.964,42.964
Haney,0.012,42.976,42.976
Franks,0.012,42.988,42.988
Sargent,0.012,43,43.000
Nieves,0.012,43.012,43.012
Downs,0.012,43.024,43.024
Rasmussen,0.012,43.036,43.036
Bird,0.012,43.048,43.048
Hewitt,0.012,43.06,43.060
Lindsay,0.012,43.072,43.072
Le,0.012,43.084,43.084
Foreman,0.012,43.096,43.096
Valencia,0.012,43.108,43.108
Oneil,0.012,43.12,43.120
Delacruz,0.012,43.132,43.132
Vinson,0.012,43.144,43.144
Dejesus,0.012,43.156,43.156
Hyde,0.012,43.168,43.168
Forbes,0.012,43.18,43.180
Gilliam,0.012,43.192,43.192
Guthrie,0.012,43.204,43.204
Wooten,0.012,43.216,43.216
Huber,0.012,43.228,43.228
Barlow,0.012,43.24,43.240
Boyle,0.012,43.252,43.252
Mcmahon,0.012,43.264,43.264
Buckner,0.012,43.276,43.276
Rocha,0.012,43.288,43.288
Puckett,0.012,43.3,43.300
Langley,0.012,43.312,43.312
Knowles,0.012,43.324,43.324
Cooke,0.012,43.336,43.336
Velazquez,0.012,43.348,43.348
Whitley,0.012,43.36,43.360
Noel,0.012,43.372,43.372
Vang,0.012,43.384,43.384
Shea,0.012,43.396,43.396
Rouse,0.012,43.408,43.408
Hartley,0.012,43.42,43.420
Mayfield,0.012,43.432,43.432
Elder,0.012,43.444,43.444
Rankin,0.012,43.456,43.456
Hanna,0.012,43.468,43.468
Cowan,0.012,43.48,43.480
Lucero,0.012,43.492,43.492
Arroyo,0.012,43.504,43.504
Slaughter,0.012,43.516,43.516
Haas,0.012,43.528,43.528
Oconnell,0.012,43.54,43.540
Minor,0.012,43.552,43.552
Kendrick,0.012,43.564,43.564
Shirley,0.012,43.576,43.576
Kendall,0.012,43.588,43.588
Boucher,0.012,43.6,43.600
Archer,0.012,43.612,43.612
Boggs,0.012,43.624,43.624
Odell,0.012,43.636,43.636
Dougherty,0.012,43.648,43.648
Andersen,0.012,43.66,43.660
Newell,0.012,43.672,43.672
Crowe,0.012,43.684,43.684
Wang,0.012,43.696,43.696
Friedman,0.012,43.708,43.708
Bland,0.012,43.72,43.720
Swain,0.012,43.732,43.732
Holley,0.012,43.744,43.744
Felix,0.012,43.756,43.756
Pearce,0.012,43.768,43.768
Childs,0.012,43.78,43.780
Yarbrough,0.012,43.792,43.792
Galvan,0.012,43.804,43.804
Proctor,0.012,43.816,43.816
Meeks,0.012,43.828,43.828
Lozano,0.012,43.84,43.840
Mora,0.012,43.852,43.852
Rangel,0.012,43.864,43.864
Bacon,0.012,43.876,43.876
Villanueva,0.012,43.888,43.888
Schaefer,0.012,43.9,43.900
Rosado,0.012,43.912,43.912
Helms,0.012,43.924,43.924
Boyce,0.012,43.936,43.936
Goss,0.012,43.948,43.948
Stinson,0.011,43.959,43.959
Smart,0.011,43.97,43.970
Lake,0.011,43.981,43.981
Ibarra,0.011,43.992,43.992
Hutchins,0.011,44.003,44.003
Covington,0.011,44.014,44.014
Reyna,0.011,44.025,44.025
Gregg,0.011,44.036,44.036
Werner,0.011,44.047,44.047
Crowley,0.011,44.058,44.058
Hatcher,0.011,44.069,44.069
Mackey,0.011,44.08,44.080
Bunch,0.011,44.091,44.091
Womack,0.011,44.102,44.102
Polk,0.011,44.113,44.113
Jamison,0.011,44.124,44.124
Dodd,0.011,44.135,44.135
Childress,0.011,44.146,44.146
Childers,0.011,44.157,44.157
Camp,0.011,44.168,44.168
Villa,0.011,44.179,44.179
Dye,0.011,44.19,44.190
Springer,0.011,44.201,44.201
Mahoney,0.011,44.212,44.212
Dailey,0.011,44.223,44.223
Belcher,0.011,44.234,44.234
Lockhart,0.011,44.245,44.245
Griggs,0.011,44.256,44.256
Costa,0.011,44.267,44.267
Connor,0.011,44.278,44.278
Brandt,0.011,44.289,44.289
Winter,0.011,44.3,44.300
Walden,0.011,44.311,44.311
Moser,0.011,44.322,44.322
Tracy,0.011,44.333,44.333
Tatum,0.011,44.344,44.344
Mccann,0.011,44.355,44.355
Akers,0.011,44.366,44.366
Lutz,0.011,44.377,44.377
Pryor,0.011,44.388,44.388
Law,0.011,44.399,44.399
Orozco,0.011,44.41,44.410
Mcallister,0.011,44.421,44.421
Lugo,0.011,44.432,44.432
Davies,0.011,44.443,44.443
Shoemaker,0.011,44.454,44.454
Madison,0.011,44.465,44.465
Rutherford,0.011,44.476,44.476
Newsome,0.011,44.487,44.487
Magee,0.011,44.498,44.498
Chamberlain,0.011,44.509,44.509
Blanton,0.011,44.52,44.520
Simms,0.011,44.531,44.531
Godfrey,0.011,44.542,44.542
Flanagan,0.011,44.553,44.553
Crum,0.011,44.564,44.564
Cordova,0.011,44.575,44.575
Escobar,0.011,44.586,44.586
Downing,0.011,44.597,44.597
Sinclair,0.011,44.608,44.608
Donahue,0.011,44.619,44.619
Krueger,0.011,44.63,44.630
Mcginnis,0.011,44.641,44.641
Gore,0.011,44.652,44.652
Farris,0.011,44.663,44.663
Webber,0.011,44.674,44.674
Corbett,0.011,44.685,44.685
Andrade,0.011,44.696,44.696
Starr,0.011,44.707,44.707
Lyon,0.011,44.718,44.718
Yoder,0.011,44.729,44.729
Hastings,0.011,44.74,44.740
Mcgrath,0.011,44.751,44.751
Spivey,0.011,44.762,44.762
Krause,0.011,44.773,44.773
Harden,0.011,44.784,44.784
Crabtree,0.011,44.795,44.795
Kirkpatrick,0.011,44.806,44.806
Hollis,0.011,44.817,44.817
Brandon,0.011,44.828,44.828
Arrington,0.011,44.839,44.839
Ervin,0.011,44.85,44.850
Clifton,0.011,44.861,44.861
Ritter,0.011,44.872,44.872
Mcghee,0.011,44.883,44.883
Bolden,0.011,44.894,44.894
Maloney,0.011,44.905,44.905
Gagnon,0.011,44.916,44.916
Dunbar,0.011,44.927,44.927
Ponce,0.011,44.938,44.938
Pike,0.011,44.949,44.949
Mayes,0.011,44.96,44.960
Heard,0.011,44.971,44.971
Beatty,0.011,44.982,44.982
Mobley,0.011,44.993,44.993
Kimball,0.011,45.004,45.004
Butts,0.011,45.015,45.015
Montes,0.011,45.026,45.026
Herbert,0.011,45.037,45.037
Grady,0.011,45.048,45.048
Eldridge,0.011,45.059,45.059
Braun,0.011,45.07,45.070
Hamm,0.011,45.081,45.081
Gibbons,0.011,45.092,45.092
Seymour,0.011,45.103,45.103
Moyer,0.011,45.114,45.114
Manley,0.011,45.125,45.125
Herron,0.011,45.136,45.136
Plummer,0.011,45.147,45.147
Elmore,0.011,45.158,45.158
Cramer,0.011,45.169,45.169
Gary,0.011,45.18,45.180
Rucker,0.011,45.191,45.191
Hilton,0.011,45.202,45.202
Blue,0.011,45.213,45.213
Pierson,0.011,45.224,45.224
Fontenot,0.011,45.235,45.235
Field,0.011,45.246,45.246
Rubio,0.011,45.257,45.257
Grace,0.011,45.268,45.268
Goldstein,0.011,45.279,45.279
Elkins,0.011,45.29,45.290
Wills,0.01,45.3,45.300
Novak,0.01,45.31,45.310
John,0.01,45.32,45.320
Hickey,0.01,45.33,45.330
Worley,0.01,45.34,45.340
Gorman,0.01,45.35,45.350
Katz,0.01,45.36,45.360
Dickinson,0.01,45.37,45.370
Broussard,0.01,45.38,45.380
Fritz,0.01,45.39,45.390
Woodruff,0.01,45.4,45.400
Crow,0.01,45.41,45.410
Christopher,0.01,45.42,45.420
Britton,0.01,45.43,45.430
Forrest,0.01,45.44,45.440
Nance,0.01,45.45,45.450
Lehman,0.01,45.46,45.460
Bingham,0.01,45.47,45.470
Zuniga,0.01,45.48,45.480
Whaley,0.01,45.49,45.490
Shafer,0.01,45.5,45.500
Coffman,0.01,45.51,45.510
Steward,0.01,45.52,45.520
Delarosa,0.01,45.53,45.530
Nix,0.01,45.54,45.540
Neely,0.01,45.55,45.550
Numbers,0.01,45.56,45.560
Mata,0.01,45.57,45.570
Manuel,0.01,45.58,45.580
Davila,0.01,45.59,45.590
Mccabe,0.01,45.6,45.600
Kessler,0.01,45.61,45.610
Emery,0.01,45.62,45.620
Bowling,0.01,45.63,45.630
Hinkle,0.01,45.64,45.640
Welsh,0.01,45.65,45.650
Pagan,0.01,45.66,45.660
Goldberg,0.01,45.67,45.670
Goins,0.01,45.68,45.680
Crouch,0.01,45.69,45.690
Cuevas,0.01,45.7,45.700
Quinones,0.01,45.71,45.710
Mcdermott,0.01,45.72,45.720
Hendrickson,0.01,45.73,45.730
Samuels,0.01,45.74,45.740
Denton,0.01,45.75,45.750
Bergeron,0.01,45.76,45.760
Lam,0.01,45.77,45.770
Ivey,0.01,45.78,45.780
Locke,0.01,45.79,45.790
Haines,0.01,45.8,45.800
Thurman,0.01,45.81,45.810
Snell,0.01,45.82,45.820
Hoskins,0.01,45.83,45.830
Byrne,0.01,45.84,45.840
Milton,0.01,45.85,45.850
Winston,0.01,45.86,45.860
Arthur,0.01,45.87,45.870
Arias,0.01,45.88,45.880
Stanford,0.01,45.89,45.890
Roe,0.01,45.9,45.900
Corbin,0.01,45.91,45.910
Beltran,0.01,45.92,45.920
Chappell,0.01,45.93,45.930
Hurt,0.01,45.94,45.940
Downey,0.01,45.95,45.950
Dooley,0.01,45.96,45.960
Tuttle,0.01,45.97,45.970
Couch,0.01,45.98,45.980
Payton,0.01,45.99,45.990
Mcelroy,0.01,46,46.000
Crockett,0.01,46.01,46.010
Groves,0.01,46.02,46.020
Clement,0.01,46.03,46.030
Leslie,0.01,46.04,46.040
Cartwright,0.01,46.05,46.050
Dickey,0.01,46.06,46.060
Mcgill,0.01,46.07,46.070
Dubois,0.01,46.08,46.080
Muniz,0.01,46.09,46.090
Erwin,0.01,46.1,46.100
Self,0.01,46.11,46.110
Tolbert,0.01,46.12,46.120
Dempsey,0.01,46.13,46.130
Cisneros,0.01,46.14,46.140
Sewell,0.01,46.15,46.150
Latham,0.01,46.16,46.160
Garland,0.01,46.17,46.170
Vigil,0.01,46.18,46.180
Tapia,0.01,46.19,46.190
Sterling,0.01,46.2,46.200
Rainey,0.01,46.21,46.210
Norwood,0.01,46.22,46.220
Lacy,0.01,46.23,46.230
Stroud,0.01,46.24,46.240
Meade,0.01,46.25,46.250
Amos,0.01,46.26,46.260
Tipton,0.01,46.27,46.270
Lord,0.01,46.28,46.280
Kuhn,0.01,46.29,46.290
Hilliard,0.01,46.3,46.300
Bonilla,0.01,46.31,46.310
Teague,0.01,46.32,46.320
Courtney,0.01,46.33,46.330
Gunn,0.01,46.34,46.340
Ho,0.01,46.35,46.350
Greenwood,0.01,46.36,46.360
Correa,0.01,46.37,46.370
Reece,0.01,46.38,46.380
Weston,0.01,46.39,46.390
Poe,0.01,46.4,46.400
Trent,0.01,46.41,46.410
Pineda,0.01,46.42,46.420
Phipps,0.01,46.43,46.430
Frey,0.01,46.44,46.440
Kaiser,0.01,46.45,46.450
Ames,0.01,46.46,46.460
Paige,0.01,46.47,46.470
Gunter,0.01,46.48,46.480
Schmitt,0.01,46.49,46.490
Milligan,0.01,46.5,46.500
Espinosa,0.01,46.51,46.510
Carlton,0.01,46.52,46.520
Bowden,0.01,46.53,46.530
Vickers,0.01,46.54,46.540
Lowry,0.01,46.55,46.550
Pritchard,0.01,46.56,46.560
Costello,0.01,46.57,46.570
Piper,0.009,46.579,46.579
Mcclellan,0.009,46.588,46.588
Lovell,0.009,46.597,46.597
Drew,0.009,46.606,46.606
Sheehan,0.009,46.615,46.615
Quick,0.009,46.624,46.624
Hatch,0.009,46.633,46.633
Dobson,0.009,46.642,46.642
Singh,0.009,46.651,46.651
Jeffries,0.009,46.66,46.660
Hollingsworth,0.009,46.669,46.669
Sorensen,0.009,46.678,46.678
Meza,0.009,46.687,46.687
Fink,0.009,46.696,46.696
Donnelly,0.009,46.705,46.705
Burrell,0.009,46.714,46.714
Bruno,0.009,46.723,46.723
Tomlinson,0.009,46.732,46.732
Colbert,0.009,46.741,46.741
Billings,0.009,46.75,46.750
Ritchie,0.009,46.759,46.759
Helton,0.009,46.768,46.768
Sutherland,0.009,46.777,46.777
Peoples,0.009,46.786,46.786
Mcqueen,0.009,46.795,46.795
Gaston,0.009,46.804,46.804
Thomason,0.009,46.813,46.813
Mckinley,0.009,46.822,46.822
Givens,0.009,46.831,46.831
Crocker,0.009,46.84,46.840
Vogel,0.009,46.849,46.849
Robison,0.009,46.858,46.858
Dunham,0.009,46.867,46.867
Coker,0.009,46.876,46.876
Swartz,0.009,46.885,46.885
Keys,0.009,46.894,46.894
Lilly,0.009,46.903,46.903
Ladner,0.009,46.912,46.912
Hannah,0.009,46.921,46.921
Willard,0.009,46.93,46.930
Richter,0.009,46.939,46.939
Hargrove,0.009,46.948,46.948
Edmonds,0.009,46.957,46.957
Brantley,0.009,46.966,46.966
Albright,0.009,46.975,46.975
Murdock,0.009,46.984,46.984
Boswell,0.009,46.993,46.993
Muller,0.009,47.002,47.002
Quintero,0.009,47.011,47.011
Padgett,0.009,47.02,47.020
Kenney,0.009,47.029,47.029
Daly,0.009,47.038,47.038
Connolly,0.009,47.047,47.047
Pierre,0.009,47.056,47.056
Inman,0.009,47.065,47.065
Quintana,0.009,47.074,47.074
Lund,0.009,47.083,47.083
Barnard,0.009,47.092,47.092
Villegas,0.009,47.101,47.101
Simons,0.009,47.11,47.110
Land,0.009,47.119,47.119
Huggins,0.009,47.128,47.128
Tidwell,0.009,47.137,47.137
Sanderson,0.009,47.146,47.146
Bullard,0.009,47.155,47.155
Mcclendon,0.009,47.164,47.164
Duarte,0.009,47.173,47.173
Draper,0.009,47.182,47.182
Meredith,0.009,47.191,47.191
Marrero,0.009,47.2,47.200
Dwyer,0.009,47.209,47.209
Abrams,0.009,47.218,47.218
Stover,0.009,47.227,47.227
Goode,0.009,47.236,47.236
Fraser,0.009,47.245,47.245
Crews,0.009,47.254,47.254
Bernal,0.009,47.263,47.263
Smiley,0.009,47.272,47.272
Godwin,0.009,47.281,47.281
Fish,0.009,47.29,47.290
Conklin,0.009,47.299,47.299
Mcneal,0.009,47.308,47.308
Baca,0.009,47.317,47.317
Esparza,0.009,47.326,47.326
Crowder,0.009,47.335,47.335
Bower,0.009,47.344,47.344
Nicholas,0.009,47.353,47.353
Chung,0.009,47.362,47.362
Brewster,0.009,47.371,47.371
Mcneill,0.009,47.38,47.380
Dick,0.009,47.389,47.389
Rodrigues,0.009,47.398,47.398
Leal,0.009,47.407,47.407
Coates,0.009,47.416,47.416
Raines,0.009,47.425,47.425
Mccain,0.009,47.434,47.434
Mccord,0.009,47.443,47.443
Miner,0.009,47.452,47.452
Holbrook,0.009,47.461,47.461
Swift,0.009,47.47,47.470
Dukes,0.009,47.479,47.479
Carlisle,0.009,47.488,47.488
Aldridge,0.009,47.497,47.497
Ackerman,0.009,47.506,47.506
Starks,0.009,47.515,47.515
Ricks,0.009,47.524,47.524
Holliday,0.009,47.533,47.533
Ferris,0.009,47.542,47.542
Hairston,0.009,47.551,47.551
Sheffield,0.009,47.56,47.560
Lange,0.009,47.569,47.569
Fountain,0.009,47.578,47.578
Marino,0.009,47.587,47.587
Doss,0.009,47.596,47.596
Betts,0.009,47.605,47.605
Kaplan,0.009,47.614,47.614
Carmichael,0.009,47.623,47.623
Bloom,0.009,47.632,47.632
Ruffin,0.009,47.641,47.641
Penn,0.009,47.65,47.650
Kern,0.009,47.659,47.659
Bowles,0.009,47.668,47.668
Sizemore,0.009,47.677,47.677
Larkin,0.009,47.686,47.686
Dupree,0.009,47.695,47.695
Jewell,0.009,47.704,47.704
Silver,0.009,47.713,47.713
Seals,0.009,47.722,47.722
Metcalf,0.009,47.731,47.731
Hutchison,0.009,47.74,47.740
Henley,0.009,47.749,47.749
Farr,0.009,47.758,47.758
Castle,0.009,47.767,47.767
Mccauley,0.009,47.776,47.776
Hankins,0.009,47.785,47.785
Gustafson,0.009,47.794,47.794
Deal,0.009,47.803,47.803
Curran,0.009,47.812,47.812
Ash,0.009,47.821,47.821
Waddell,0.009,47.83,47.830
Ramey,0.009,47.839,47.839
Cates,0.009,47.848,47.848
Pollock,0.009,47.857,47.857
Major,0.009,47.866,47.866
Irvin,0.009,47.875,47.875
Cummins,0.009,47.884,47.884
Messer,0.009,47.893,47.893
Heller,0.009,47.902,47.902
Dewitt,0.009,47.911,47.911
Lin,0.009,47.92,47.920
Funk,0.009,47.929,47.929
Cornett,0.009,47.938,47.938
Palacios,0.009,47.947,47.947
Galindo,0.009,47.956,47.956
Cano,0.009,47.965,47.965
Hathaway,0.009,47.974,47.974
Singer,0.008,47.982,47.982
Pham,0.008,47.99,47.990
Enriquez,0.008,47.998,47.998
Aaron,0.008,48.006,48.006
Salgado,0.008,48.014,48.014
Pelletier,0.008,48.022,48.022
Painter,0.008,48.03,48.030
Wiseman,0.008,48.038,48.038
Blount,0.008,48.046,48.046
Hand,0.008,48.054,48.054
Feliciano,0.008,48.062,48.062
Temple,0.008,48.07,48.070
Houser,0.008,48.078,48.078
Doherty,0.008,48.086,48.086
Mead,0.008,48.094,48.094
Mcgraw,0.008,48.102,48.102
Toney,0.008,48.11,48.110
Swan,0.008,48.118,48.118
Melvin,0.008,48.126,48.126
Capps,0.008,48.134,48.134
Blanco,0.008,48.142,48.142
Blackmon,0.008,48.15,48.150
Wesley,0.008,48.158,48.158
Thomson,0.008,48.166,48.166
Mcmanus,0.008,48.174,48.174
Fair,0.008,48.182,48.182
Burkett,0.008,48.19,48.190
Post,0.008,48.198,48.198
Gleason,0.008,48.206,48.206
Rudolph,0.008,48.214,48.214
Ott,0.008,48.222,48.222
Dickens,0.008,48.23,48.230
Cormier,0.008,48.238,48.238
Voss,0.008,48.246,48.246
Rushing,0.008,48.254,48.254
Rosenberg,0.008,48.262,48.262
Hurd,0.008,48.27,48.270
Dumas,0.008,48.278,48.278
Benitez,0.008,48.286,48.286
Arellano,0.008,48.294,48.294
Story,0.008,48.302,48.302
Marin,0.008,48.31,48.310
Caudill,0.008,48.318,48.318
Bragg,0.008,48.326,48.326
Jaramillo,0.008,48.334,48.334
Huerta,0.008,48.342,48.342
Gipson,0.008,48.35,48.350
Colvin,0.008,48.358,48.358
Biggs,0.008,48.366,48.366
Vela,0.008,48.374,48.374
Platt,0.008,48.382,48.382
Cassidy,0.008,48.39,48.390
Tompkins,0.008,48.398,48.398
Mccollum,0.008,48.406,48.406
Kay,0.008,48.414,48.414
Gabriel,0.008,48.422,48.422
Dolan,0.008,48.43,48.430
Daley,0.008,48.438,48.438
Crump,0.008,48.446,48.446
Street,0.008,48.454,48.454
Sneed,0.008,48.462,48.462
Kilgore,0.008,48.47,48.470
Grove,0.008,48.478,48.478
Grimm,0.008,48.486,48.486
Davison,0.008,48.494,48.494
Brunson,0.008,48.502,48.502
Prater,0.008,48.51,48.510
Marcum,0.008,48.518,48.518
Devine,0.008,48.526,48.526
Kyle,0.008,48.534,48.534
Dodge,0.008,48.542,48.542
Stratton,0.008,48.55,48.550
Rosas,0.008,48.558,48.558
Choi,0.008,48.566,48.566
Tripp,0.008,48.574,48.574
Ledbetter,0.008,48.582,48.582
Lay,0.008,48.59,48.590
Hightower,0.008,48.598,48.598
Haywood,0.008,48.606,48.606
Feldman,0.008,48.614,48.614
Epps,0.008,48.622,48.622
Yeager,0.008,48.63,48.630
Posey,0.008,48.638,48.638
Sylvester,0.008,48.646,48.646
Scruggs,0.008,48.654,48.654
Cope,0.008,48.662,48.662
Stubbs,0.008,48.67,48.670
Richey,0.008,48.678,48.678
Overton,0.008,48.686,48.686
Trotter,0.008,48.694,48.694
Sprague,0.008,48.702,48.702
Cordero,0.008,48.71,48.710
Butcher,0.008,48.718,48.718
Burger,0.008,48.726,48.726
Stiles,0.008,48.734,48.734
Burgos,0.008,48.742,48.742
Woodson,0.008,48.75,48.750
Horner,0.008,48.758,48.758
Bassett,0.008,48.766,48.766
Purcell,0.008,48.774,48.774
Haskins,0.008,48.782,48.782
Gee,0.008,48.79,48.790
Akins,0.008,48.798,48.798
Abraham,0.008,48.806,48.806
Hoyt,0.008,48.814,48.814
Ziegler,0.008,48.822,48.822
Spaulding,0.008,48.83,48.830
Hadley,0.008,48.838,48.838
Grubbs,0.008,48.846,48.846
Sumner,0.008,48.854,48.854
Murillo,0.008,48.862,48.862
Zavala,0.008,48.87,48.870
Shook,0.008,48.878,48.878
Lockwood,0.008,48.886,48.886
Jarrett,0.008,48.894,48.894
Driscoll,0.008,48.902,48.902
Dahl,0.008,48.91,48.910
Thorpe,0.008,48.918,48.918
Sheridan,0.008,48.926,48.926
Redmond,0.008,48.934,48.934
Putnam,0.008,48.942,48.942
Mcwilliams,0.008,48.95,48.950
Mcrae,0.008,48.958,48.958
Cornell,0.008,48.966,48.966
Felton,0.008,48.974,48.974
Romano,0.008,48.982,48.982
Joiner,0.008,48.99,48.990
Sadler,0.008,48.998,48.998
Hedrick,0.008,49.006,49.006
Hager,0.008,49.014,49.014
Hagen,0.008,49.022,49.022
Fitch,0.008,49.03,49.030
Coulter,0.008,49.038,49.038
Thacker,0.008,49.046,49.046
Mansfield,0.008,49.054,49.054
Langston,0.008,49.062,49.062
Guidry,0.008,49.07,49.070
Ferreira,0.008,49.078,49.078
Corley,0.008,49.086,49.086
Conn,0.008,49.094,49.094
Rossi,0.008,49.102,49.102
Lackey,0.008,49.11,49.110
Cody,0.008,49.118,49.118
Baez,0.008,49.126,49.126
Saenz,0.008,49.134,49.134
Mcnamara,0.008,49.142,49.142
Darnell,0.008,49.15,49.150
Michel,0.008,49.158,49.158
Mcmullen,0.008,49.166,49.166
Mckenna,0.008,49.174,49.174
Mcdonough,0.008,49.182,49.182
Link,0.008,49.19,49.190
Engel,0.008,49.198,49.198
Browne,0.008,49.206,49.206
Roper,0.008,49.214,49.214
Peacock,0.008,49.222,49.222
Eubanks,0.008,49.23,49.230
Drummond,0.008,49.238,49.238
Stringer,0.008,49.246,49.246
Pritchett,0.008,49.254,49.254
Parham,0.008,49.262,49.262
Mims,0.008,49.27,49.270
Landers,0.008,49.278,49.278
Ham,0.008,49.286,49.286
Grayson,0.008,49.294,49.294
Stacy,0.008,49.302,49.302
Schafer,0.008,49.31,49.310
Egan,0.008,49.318,49.318
Timmons,0.008,49.326,49.326
Ohara,0.008,49.334,49.334
Keen,0.008,49.342,49.342
Hamlin,0.008,49.35,49.350
Finn,0.008,49.358,49.358
Cortes,0.008,49.366,49.366
Mcnair,0.008,49.374,49.374
Louis,0.008,49.382,49.382
Clifford,0.008,49.39,49.390
Nadeau,0.008,49.398,49.398
Moseley,0.008,49.406,49.406
Michaud,0.008,49.414,49.414
Rosen,0.008,49.422,49.422
Oakes,0.008,49.43,49.430
Kurtz,0.008,49.438,49.438
Jeffers,0.008,49.446,49.446
Calloway,0.008,49.454,49.454
Beal,0.008,49.462,49.462
Bautista,0.008,49.47,49.470
Winn,0.008,49.478,49.478
Suggs,0.008,49.486,49.486
Stern,0.008,49.494,49.494
Stapleton,0.008,49.502,49.502
Lyles,0.008,49.51,49.510
Laird,0.008,49.518,49.518
Montano,0.008,49.526,49.526
Diamond,0.008,49.534,49.534
Dawkins,0.008,49.542,49.542
Roland,0.008,49.55,49.550
Hagan,0.008,49.558,49.558
Goldman,0.008,49.566,49.566
Bryson,0.008,49.574,49.574
Barajas,0.008,49.582,49.582
Lovett,0.008,49.59,49.590
Segura,0.008,49.598,49.598
Metz,0.008,49.606,49.606
Lockett,0.008,49.614,49.614
Langford,0.008,49.622,49.622
Hinson,0.008,49.63,49.630
Eastman,0.008,49.638,49.638
Rock,0.008,49.646,49.646
Hooks,0.008,49.654,49.654
Woody,0.007,49.661,49.661
Smallwood,0.007,49.668,49.668
