Delaney,42.500
Pate,42.513
Lancaster,42.526
Sweet,42.539
Justice,42.552
Tyson,42.565
Sharpe,42.578
Whitfield,42.591
Talley,42.604
Macias,42.617
Irwin,42.630
Burris,42.643
Ratliff,42.656
Mccray,42.669
Madden,42.682
Kaufman,42.695
Beach,42.708
Goff,42.721
Cash,42.734
Bolton,42.747
Mcfadden,42.760
Levine,42.773
Good,42.786
Byers,42.799
Kirkland,42.812
Kidd,42.825
Workman,42.838
Carney,42.851
Dale,42.864
Mcleod,42.877
Holcomb,42.890
England,42.903
Finch,42.916
Head,42.928
Burt,42.940
Hendrix,42.952
Sosa,42.964
Haney,42.976
Franks,42.988
Sargent,43.000
Nieves,43.012
Downs,43.024
Rasmussen,43.036
Bird,43.048
Hewitt,43.060
Lindsay,43.072
Le,43.084
Foreman,43.096
Valencia,43.108
Oneil,43.120
Delacruz,43.132
Vinson,43.144
Dejesus,43.156
Hyde,43.168
Forbes,43.180
Gilliam,43.192
Guthrie,43.204
Wooten,43.216
Huber,43.228
Barlow,43.240
Boyle,43.252
Mcmahon,43.264
Buckner,43.276
Rocha,43.288
Puckett,43.300
Langley,43.312
Knowles,43.324
Cooke,43.336
Velazquez,43.348
Whitley,43.360
Noel,43.372
Vang,43.384
Shea,43.396
Rouse,43.408
Hartley,43.420
Mayfield,43.432
Elder,43.444
Rankin,43.456
Hanna,43.468
Cowan,43.480
Lucero,43.492
Arroyo,43.504
Slaughter,43.516
Haas,43.528
Oconnell,43.540
Minor,43.552
Kendrick,43.564
Shirley,43.576
Kendall,43.588
Boucher,43.600
Archer,43.612
Boggs,43.624
Odell,43.636
Dougherty,43.648
Andersen,43.660
Newell,43.672
Crowe,43.684
Wang,43.696
Friedman,43.708
Bland,43.720
Swain,43.732
Holley,43.744
Felix,43.756
Pearce,43.768
Childs,43.780
Yarbrough,43.792
Galvan,43.804
Proctor,43.816
Meeks,43.828
Lozano,43.840
Mora,43.852
Rangel,43.864
Bacon,43.876
Villanueva,43.888
Schaefer,43.900
Rosado,43.912
Helms,43.924
Boyce,43.936
Goss,43.948
Stinson,43.959
Smart,43.970
Lake,43.981
Ibarra,43.992
Hutchins,44.003
Covington,44.014
Reyna,44.025
Gregg,44.036
Werner,44.047
Crowley,44.058
Hatcher,44.069
Mackey,44.080
Bunch,44.091
Womack,44.102
Polk,44.113
Jamison,44.124
Dodd,44.135
Childress,44.146
Childers,44.157
Camp,44.168
Villa,44.179
Dye,44.190
Springer,44.201
Mahoney,44.212
Dailey,44.223
Belcher,44.234
Lockhart,44.245
Griggs,44.256
Costa,44.267
Connor,44.278
Brandt,44.289
Winter,44.300
Walden,44.311
Moser,44.322
Tracy,44.333
Tatum,44.344
Mccann,44.355
Akers,44.366
Lutz,44.377
Pryor,44.388
Law,44.399
Orozco,44.410
Mcallister,44.421
Lugo,44.432
Davies,44.443
Shoemaker,44.454
Madison,44.465
Rutherford,44.476
Newsome,44.487
Magee,44.498
Chamberlain,44.509
Blanton,44.520
Simms,44.531
Godfrey,44.542
Flanagan,44.553
Crum,44.564
Cordova,44.575
Escobar,44.586
Downing,44.597
Sinclair,44.608
Donahue,44.619
Krueger,44.630
Mcginnis,44.641
Gore,44.652
Farris,44.663
Webber,44.674
Corbett,44.685
Andrade,44.696
Starr,44.707
Lyon,44.718
Yoder,44.729
Hastings,44.740
Mcgrath,44.751
Spivey,44.762
Krause,44.773
Harden,44.784
Crabtree,44.795
Kirkpatrick,44.806
Hollis,44.817
Brandon,44.828
Arrington,44.839
Ervin,44.850
Clifton,44.861
Ritter,44.872
Mcghee,44.883
Bolden,44.894
Maloney,44.905
Gagnon,44.916
Dunbar,44.927
Ponce,44.938
Pike,44.949
Mayes,44.960
Heard,44.971
Beatty,44.982
Mobley,44.993
Kimball,45.004
Butts,45.015
Montes,45.026
Herbert,45.037
Grady,45.048
Eldridge,45.059
Braun,45.070
Hamm,45.081
Gibbons,45.092
Seymour,45.103
Moyer,45.114
Manley,45.125
Herron,45.136
Plummer,45.147
Elmore,45.158
Cramer,45.169
Gary,45.180
Rucker,45.191
Hilton,45.202
Blue,45.213
Pierson,45.224
Fontenot,45.235
Field,45.246
Rubio,45.257
Grace,45.268
Goldstein,45.279
Elkins,45.290
Wills,45.300
Novak,45.310
John,45.320
Hickey,45.330
Worley,45.340
Gorman,45.350
Katz,45.360
Dickinson,45.370
Broussard,45.380
Fritz,45.390
Woodruff,45.400
Crow,45.410
Christopher,45.420
Britton,45.430
Forrest,45.440
Nance,45.450
Lehman,45.460
Bingham,45.470
Zuniga,45.480
Whaley,45.490
Shafer,45.500
Coffman,45.510
Steward,45.520
Delarosa,45.530
Nix,45.540
Neely,45.550
Numbers,45.560
Mata,45.570
Manuel,45.580
Davila,45.590
Mccabe,45.600
Kessler,45.610
Emery,45.620
Bowling,45.630
Hinkle,45.640
Welsh,45.650
Pagan,45.660
Goldberg,45.670
Goins,45.680
Crouch,45.690
Cuevas,45.700
Quinones,45.710
Mcdermott,45.720
Hendrickson,45.730
Samuels,45.740
Denton,45.750
Bergeron,45.760
Lam,45.770
Ivey,45.780
Locke,45.790
Haines,45.800
Thurman,45.810
Snell,45.820
Hoskins,45.830
Byrne,45.840
Milton,45.850
Winston,45.860
Arthur,45.870
Arias,45.880
Stanford,45.890
Roe,45.900
Corbin,45.910
Beltran,45.920
Chappell,45.930
Hurt,45.940
Downey,45.950
Dooley,45.960
Tuttle,45.970
Couch,45.980
Payton,45.990
Mcelroy,46.000
Crockett,46.010
Groves,46.020
Clement,46.030
Leslie,46.040
Cartwright,46.050
Dickey,46.060
Mcgill,46.070
Dubois,46.080
Muniz,46.090
Erwin,46.100
Self,46.110
Tolbert,46.120
Dempsey,46.130
Cisneros,46.140
Sewell,46.150
Latham,46.160
Garland,46.170
Vigil,46.180
Tapia,46.190
Sterling,46.200
Rainey,46.210
Norwood,46.220
Lacy,46.230
Stroud,46.240
Meade,46.250
Amos,46.260
Tipton,46.270
Lord,46.280
Kuhn,46.290
Hilliard,46.300
Bonilla,46.310
Teague,46.320
Courtney,46.330
Gunn,46.340
Ho,46.350
Greenwood,46.360
Correa,46.370
Reece,46.380
Weston,46.390
Poe,46.400
Trent,46.410
Pineda,46.420
Phipps,46.430
Frey,46.440
Kaiser,46.450
Ames,46.460
Paige,46.470
Gunter,46.480
Schmitt,46.490
Milligan,46.500
Espinosa,46.510
Carlton,46.520
Bowden,46.530
Vickers,46.540
Lowry,46.550
Pritchard,46.560
Costello,46.570
Piper,46.579
Mcclellan,46.588
Lovell,46.597
Drew,46.606
Sheehan,46.615
Quick,46.624
Hatch,46.633
Dobson,46.642
Singh,46.651
Jeffries,46.660
Hollingsworth,46.669
Sorensen,46.678
Meza,46.687
Fink,46.696
Donnelly,46.705
Burrell,46.714
Bruno,46.723
Tomlinson,46.732
Colbert,46.741
Billings,46.750
Ritchie,46.759
Helton,46.768
Sutherland,46.777
Peoples,46.786
Mcqueen,46.795
Gaston,46.804
Thomason,46.813
Mckinley,46.822
Givens,46.831
Crocker,46.840
Vogel,46.849
Robison,46.858
Dunham,46.867
Coker,46.876
Swartz,46.885
Keys,46.894
Lilly,46.903
Ladner,46.912
Hannah,46.921
Willard,46.930
Richter,46.939
Hargrove,46.948
Edmonds,46.957
Brantley,46.966
Albright,46.975
Murdock,46.984
Boswell,46.993
Muller,47.002
Quintero,47.011
Padgett,47.020
Kenney,47.029
Daly,47.038
Connolly,47.047
Pierre,47.056
Inman,47.065
Quintana,47.074
Lund,47.083
Barnard,47.092
Villegas,47.101
Simons,47.110
Land,47.119
Huggins,47.128
Tidwell,47.137
Sanderson,47.146
Bullard,47.155
Mcclendon,47.164
Duarte,47.173
Draper,47.182
Meredith,47.191
Marrero,47.200
Dwyer,47.209
Abrams,47.218
Stover,47.227
Goode,47.236
Fraser,47.245
Crews,47.254
Bernal,47.263
Smiley,47.272
Godwin,47.281
Fish,47.290
Conklin,47.299
Mcneal,47.308
Baca,47.317
Esparza,47.326
Crowder,47.335
Bower,47.344
Nicholas,47.353
Chung,47.362
Brewster,47.371
Mcneill,47.380
Dick,47.389
Rodrigues,47.398
Leal,47.407
Coates,47.416
Raines,47.425
Mccain,47.434
Mccord,47.443
Miner,47.452
Holbrook,47.461
Swift,47.470
Dukes,47.479
Carlisle,47.488
Aldridge,47.497
Ackerman,47.506
Starks,47.515
Ricks,47.524
Holliday,47.533
Ferris,47.542
Hairston,47.551
Sheffield,47.560
Lange,47.569
Fountain,47.578
Marino,47.587
Doss,47.596
Betts,47.605
Kaplan,47.614
Carmichael,47.623
Bloom,47.632
Ruffin,47.641
Penn,47.650
Kern,47.659
Bowles,47.668
Sizemore,47.677
Larkin,47.686
Dupree,47.695
Jewell,47.704
Silver,47.713
Seals,47.722
Metcalf,47.731
Hutchison,47.740
Henley,47.749
Farr,47.758
Castle,47.767
Mccauley,47.776
Hankins,47.785
Gustafson,47.794
Deal,47.803
Curran,47.812
Ash,47.821
Waddell,47.830
Ramey,47.839
Cates,47.848
Pollock,47.857
Major,47.866
Irvin,47.875
Cummins,47.884
Messer,47.893
Heller,47.902
Dewitt,47.911
Lin,47.920
Funk,47.929
Cornett,47.938
Palacios,47.947
Galindo,47.956
Cano,47.965
Hathaway,47.974
Singer,47.982
Pham,47.990
Enriquez,47.998
Aaron,48.006
Salgado,48.014
Pelletier,48.022
Painter,48.030
Wiseman,48.038
Blount,48.046
Hand,48.054
Feliciano,48.062
Temple,48.070
Houser,48.078
Doherty,48.086
Mead,48.094
Mcgraw,48.102
Toney,48.110
Swan,48.118
Melvin,48.126
Capps,48.134
Blanco,48.142
Blackmon,48.150
Wesley,48.158
Thomson,48.166
Mcmanus,48.174
Fair,48.182
Burkett,48.190
Post,48.198
Gleason,48.206
Rudolph,48.214
Ott,48.222
Dickens,48.230
Cormier,48.238
Voss,48.246
Rushing,48.254
Rosenberg,48.262
Hurd,48.270
Dumas,48.278
Benitez,48.286
Arellano,48.294
Story,48.302
Marin,48.310
Caudill,48.318
Bragg,48.326
Jaramillo,48.334
Huerta,48.342
Gipson,48.350
Colvin,48.358
Biggs,48.366
Vela,48.374
Platt,48.382
Cassidy,48.390
Tompkins,48.398
Mccollum,48.406
Kay,48.414
Gabriel,48.422
Dolan,48.430
Daley,48.438
Crump,48.446
Street,48.454
Sneed,48.462
Kilgore,48.470
Grove,48.478
Grimm,48.486
Davison,48.494
Brunson,48.502
Prater,48.510
Marcum,48.518
Devine,48.526
Kyle,48.534
Dodge,48.542
Stratton,48.550
Rosas,48.558
Choi,48.566
Tripp,48.574
Ledbetter,48.582
Lay,48.590
Hightower,48.598
Haywood,48.606
Feldman,48.614
Epps,48.622
Yeager,48.630
Posey,48.638
Sylvester,48.646
Scruggs,48.654
Cope,48.662
Stubbs,48.670
Richey,48.678
Overton,48.686
Trotter,48.694
Sprague,48.702
Cordero,48.710
Butcher,48.718
Burger,48.726
Stiles,48.734
Burgos,48.742
Woodson,48.750
Horner,48.758
Bassett,48.766
Purcell,48.774
Haskins,48.782
Gee,48.790
Akins,48.798
Abraham,48.806
Hoyt,48.814
Ziegler,48.822
Spaulding,48.830
Hadley,48.838
Grubbs,48.846
Sumner,48.854
Murillo,48.862
Zavala,48.870
Shook,48.878
Lockwood,48.886
Jarrett,48.894
Driscoll,48.902
Dahl,48.910
Thorpe,48.918
Sheridan,48.926
Redmond,48.934
Putnam,48.942
Mcwilliams,48.950
Mcrae,48.958
Cornell,48.966
Felton,48.974
Romano,48.982
Joiner,48.990
Sadler,48.998
Hedrick,49.006
Hager,49.014
Hagen,49.022
Fitch,49.030
Coulter,49.038
Thacker,49.046
Mansfield,49.054
